indice_desenvolvimento_cidade,horas_formacao,anos_exp_num,genero_enc,experiencia_relevante_enc,inscricao_universidade_enc,nivel_educacao_enc,area_formacao_enc,tipo_empresa_enc,dimensao_empresa_enc,anos_desde_ultimo_emprego_enc,real,previsto_lr,previsto_arvore,previsto_rf,previsto_rf_opt
0.92,84,4.0,2,1,0,4,1,1,5,1,1,0,0,0,0
0.887,34,13.0,0,0,3,4,1,4,3,1,0,0,0,0,0
0.924,29,21.0,2,0,3,1,1,4,3,5,0,0,0,0,0
0.624,89,6.0,2,0,3,4,1,1,1,2,0,1,1,1,1
0.624,32,2.0,0,1,0,3,2,0,7,6,0,1,1,1,1
0.89,86,4.0,0,1,0,4,1,0,7,1,1,1,1,1,1
0.92,59,15.0,2,0,3,4,1,6,4,0,1,0,0,0,0
0.92,5,21.0,2,0,3,1,1,4,2,5,1,0,0,0,0
0.92,39,7.0,2,0,3,4,1,1,1,3,0,0,0,0,0
0.926,23,19.0,0,0,3,5,1,1,6,0,0,0,0,0,0
0.55,86,5.0,2,0,3,4,1,1,4,0,0,1,1,1,1
0.92,22,7.0,1,1,0,4,1,1,3,0,0,0,0,0,0
0.624,8,3.0,0,0,3,4,1,1,4,4,1,1,1,1,1
0.92,55,3.0,2,0,3,4,1,1,8,2,0,0,0,0,0
0.92,75,4.0,0,1,0,3,2,0,7,2,0,0,0,0,1
0.926,112,3.0,2,1,3,3,2,1,4,0,0,0,0,0,0
0.91,28,1.0,0,1,3,4,1,1,3,0,0,0,0,0,0
0.887,30,9.0,2,0,3,4,1,1,5,0,1,0,0,0,0
0.897,74,19.0,1,1,3,1,4,2,1,0,0,0,0,0,0
0.91,54,21.0,0,0,3,4,1,1,4,0,0,0,0,0,0
0.92,50,12.0,1,1,3,5,1,1,3,0,0,0,0,0,0
0.903,86,21.0,2,0,2,4,1,1,2,1,0,0,1,0,0
0.893,7,17.0,2,0,3,5,1,1,1,5,0,0,0,0,0
0.92,54,3.0,2,0,3,4,4,0,7,0,0,0,1,1,1
0.55,136,3.0,2,0,3,4,1,2,1,0,1,1,1,1,1
0.92,45,15.0,2,1,3,4,1,1,4,2,0,0,0,0,0
0.92,6,12.0,2,1,3,5,1,0,7,0,1,0,0,1,1
0.92,14,8.0,2,0,3,4,1,1,2,5,0,0,0,0,0
0.92,130,6.0,2,0,3,4,1,4,5,1,0,0,0,0,0
0.92,22,21.0,2,1,3,3,2,0,7,5,0,0,0,0,0
0.92,73,1.0,2,0,0,4,1,5,8,0,0,0,0,0,0
0.92,43,21.0,0,0,3,4,1,6,4,5,0,0,0,0,0
0.926,10,5.0,1,1,1,4,1,1,3,0,0,0,0,0,0
0.743,4,2.0,2,1,3,5,1,0,1,0,0,0,1,0,0
0.925,89,1.0,2,1,3,0,2,0,7,6,0,0,0,0,0
0.924,35,21.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.92,12,2.0,2,0,3,3,2,1,8,1,0,0,0,0,0
0.91,21,4.0,2,0,3,5,4,1,3,0,0,0,0,0,0
0.897,12,9.0,2,0,3,5,1,5,8,0,0,0,0,0,0
0.92,102,5.0,2,0,3,4,1,6,4,0,0,0,0,0,0
0.804,100,21.0,2,0,3,5,1,1,5,3,0,0,0,0,0
0.8270000000000001,38,3.0,2,0,0,4,1,1,1,1,0,0,0,1,1
0.92,73,16.0,0,0,3,5,1,5,4,0,0,0,0,0,0
0.925,47,7.0,2,1,0,3,2,1,7,6,0,0,0,0,0
0.926,121,10.0,2,1,3,3,2,1,4,3,0,0,0,0,0
0.738,50,12.0,2,0,3,5,1,5,0,0,0,0,0,0,0
0.794,74,6.0,0,1,0,3,2,1,4,0,0,0,0,0,0
0.878,50,5.0,2,0,1,3,2,1,8,0,0,0,0,0,0
0.92,14,7.0,2,0,3,5,1,1,3,3,0,0,0,0,0
0.899,7,21.0,2,0,3,4,1,1,3,5,1,0,0,0,0
0.624,24,5.0,2,0,3,4,1,1,5,0,1,1,1,1,1
0.579,104,1.0,2,1,1,4,3,0,7,0,1,1,1,1,1
0.897,31,5.0,2,0,3,4,1,6,4,0,0,0,0,0,0
0.92,102,21.0,2,1,3,4,1,1,3,3,0,0,0,0,0
0.92,29,6.0,2,0,3,4,1,6,4,0,0,0,0,0,0
0.5579999999999999,19,4.0,2,0,0,4,1,0,8,1,0,1,1,1,1
0.743,18,21.0,1,0,3,4,1,1,4,5,0,0,0,1,0
0.6659999999999999,12,4.0,2,0,3,5,4,2,0,0,0,0,1,1,1
0.926,49,4.0,2,0,1,3,2,6,1,0,0,0,0,0,0
0.624,36,6.0,0,0,3,4,1,6,1,1,0,1,1,1,1
0.91,56,14.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.698,42,2.0,1,1,0,4,1,1,7,6,0,1,0,1,1
0.91,94,3.0,2,1,3,5,1,1,1,0,0,0,0,0,0
0.55,196,8.0,2,0,3,4,1,1,4,0,1,1,1,1,1
0.91,130,2.0,2,0,3,4,6,1,8,0,0,0,0,0,0
0.91,21,7.0,0,0,3,4,1,2,2,0,0,0,0,0,0
0.925,151,13.0,0,0,3,5,1,4,4,0,0,0,0,0,0
0.855,36,4.0,3,1,0,3,2,1,3,0,0,0,0,0,0
0.802,112,11.0,1,0,3,4,1,1,0,1,0,0,0,1,1
0.897,29,21.0,2,0,3,1,1,4,2,6,0,0,0,0,0
0.92,66,9.0,2,0,3,4,1,1,1,1,0,0,0,0,0
0.624,46,11.0,2,0,3,5,1,5,4,5,1,1,1,1,1
0.866,122,4.0,2,1,0,3,2,0,7,6,0,0,0,0,0
0.8959999999999999,15,21.0,0,0,3,5,1,4,2,5,0,0,0,0,0
0.897,31,5.0,2,0,3,5,1,2,3,0,0,0,0,0,0
0.624,258,9.0,0,0,3,5,1,1,8,2,1,0,1,0,0
0.913,39,14.0,2,0,1,4,1,1,7,0,0,1,0,0,0
0.91,90,8.0,1,0,3,4,1,0,2,0,0,0,1,0,0
0.92,62,4.0,2,0,3,4,1,6,4,3,0,0,0,0,0
0.926,38,9.0,2,1,0,3,2,0,7,6,0,0,0,0,0
0.91,13,21.0,2,0,3,4,4,1,8,5,0,0,0,0,0
0.624,65,6.0,2,0,3,4,1,0,7,2,1,1,1,1,1
0.691,86,10.0,2,1,3,5,1,1,3,1,0,1,1,0,0
0.7759999999999999,32,10.0,2,0,3,5,1,1,2,0,0,0,0,0,0
0.91,202,12.0,0,0,3,4,1,1,1,0,0,0,0,0,0
0.92,11,14.0,2,0,0,4,1,1,3,0,0,0,0,0,0
0.92,30,6.0,0,0,3,4,1,1,6,1,0,0,0,0,0
0.92,23,4.0,2,0,3,4,1,1,2,0,0,0,0,0,0
0.624,45,3.0,2,0,3,4,1,1,3,1,1,1,1,1,1
0.682,19,12.0,2,0,3,4,1,4,5,0,0,0,1,0,0
0.91,10,3.0,2,0,3,1,1,1,8,1,0,0,0,0,0
0.92,304,21.0,2,0,3,4,3,1,4,2,0,0,0,0,0
0.92,184,19.0,2,0,3,4,1,1,3,5,0,0,0,0,0
0.92,43,2.0,1,0,3,4,1,1,4,0,0,0,0,0,0
0.92,81,10.0,2,0,0,3,2,0,7,1,1,0,0,0,0
0.698,21,5.0,1,1,0,5,1,0,7,3,1,1,1,1,1
0.843,14,14.0,2,0,3,4,1,0,8,1,0,0,1,1,1
0.74,39,20.0,2,0,1,5,1,0,7,0,1,1,1,1,1
0.92,15,21.0,2,0,3,5,1,1,3,0,0,0,0,0,0
0.624,10,9.0,0,1,3,0,2,0,7,6,0,0,1,1,1
0.939,127,21.0,2,0,3,5,1,0,7,6,0,0,0,0,0
0.624,132,7.0,2,0,3,4,1,1,4,0,1,1,1,1,1
0.624,84,8.0,0,0,3,4,1,1,0,1,1,0,1,1,1
0.926,28,6.0,2,1,3,3,2,1,7,6,0,0,0,0,0
0.624,214,3.0,1,0,3,4,1,1,3,0,0,1,1,1,1
0.7759999999999999,52,4.0,2,1,0,4,1,0,7,6,0,1,1,1,1
0.92,170,21.0,2,0,3,5,0,0,7,0,1,0,0,1,1
0.698,15,2.0,2,1,0,3,2,0,7,0,1,1,0,0,0
0.754,27,8.0,2,0,1,4,1,6,8,0,0,0,0,0,0
0.897,7,16.0,0,0,3,5,1,1,3,5,0,0,0,0,0
0.624,39,2.0,0,1,3,4,1,1,4,0,0,1,1,1,1
0.949,67,5.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.92,43,3.0,2,1,1,4,1,0,7,0,0,1,1,1,1
0.555,102,7.0,2,1,0,4,1,1,0,0,1,0,1,1,1
0.91,50,9.0,2,0,3,3,2,0,4,0,0,0,0,0,0
0.949,107,21.0,2,0,3,5,1,1,1,5,0,0,0,0,0
0.624,19,3.0,2,0,3,4,1,1,3,0,1,1,1,1,1
0.92,170,11.0,0,0,0,4,1,1,4,0,0,0,0,0,0
0.624,39,9.0,2,1,3,4,1,0,7,0,1,1,1,1,1
0.624,146,5.0,2,0,3,5,1,1,1,0,1,0,1,1,1
0.924,142,14.0,1,0,3,3,2,0,7,5,0,0,0,0,0
0.926,14,1.0,0,1,0,4,5,5,0,0,0,0,0,0,0
0.92,17,9.0,1,0,3,4,1,1,4,0,0,0,0,0,0
0.92,69,21.0,2,0,3,5,1,1,4,2,0,0,0,0,0
0.624,59,6.0,1,0,0,4,1,1,4,2,0,1,1,1,1
0.624,10,2.0,2,0,0,4,1,0,7,0,0,1,1,1,1
0.7759999999999999,98,5.0,2,0,1,4,1,1,4,2,0,0,0,0,0
0.925,124,21.0,2,0,3,5,1,1,2,5,0,0,0,0,0
0.92,50,7.0,2,0,3,4,1,3,5,0,0,0,0,0,0
0.887,6,21.0,2,0,3,3,2,1,8,5,0,0,0,0,0
0.624,91,9.0,2,1,3,3,2,0,7,6,1,1,1,1,1
0.887,121,21.0,2,0,3,4,1,0,7,1,1,1,1,1,1
0.92,111,21.0,2,0,3,4,1,1,3,5,0,0,0,0,0
0.91,118,11.0,2,0,3,4,1,1,1,1,0,0,0,0,0
0.91,160,2.0,2,0,1,4,1,1,1,1,0,0,0,0,0
0.92,28,21.0,2,0,3,4,3,1,3,5,0,0,0,0,0
0.897,6,8.0,2,1,1,4,1,1,3,1,0,0,0,0,0
0.92,56,9.0,0,0,0,3,2,0,7,3,0,0,0,0,0
0.624,83,2.0,2,1,3,4,6,5,4,6,0,1,1,1,1
0.926,45,10.0,2,1,3,5,1,0,7,1,1,1,0,0,0
0.6659999999999999,116,5.0,2,0,1,0,2,1,4,1,0,0,1,0,0
0.899,48,7.0,2,0,1,3,2,4,7,1,0,1,0,0,0
0.92,56,7.0,2,0,3,5,1,4,3,0,1,0,0,0,0
0.8959999999999999,168,4.0,2,1,0,3,2,0,7,6,0,0,0,0,0
0.92,34,4.0,1,0,3,4,3,6,1,0,0,0,0,0,0
0.897,106,10.0,0,0,3,5,1,0,7,0,0,0,0,0,0
0.897,40,6.0,0,0,3,4,1,4,6,2,1,0,0,0,0
0.55,150,8.0,0,0,1,5,1,0,7,0,1,1,1,1,1
0.7659999999999999,19,5.0,2,0,3,4,1,1,1,5,1,0,0,1,1
0.899,18,15.0,2,0,3,5,1,1,4,2,0,0,0,0,0
0.802,46,4.0,2,0,3,4,1,0,1,6,0,0,1,1,1
0.698,18,2.0,2,1,0,3,2,0,7,4,0,1,0,0,1
0.836,96,11.0,2,0,3,4,1,1,2,0,0,0,0,0,0
0.897,31,5.0,2,1,0,5,1,0,7,0,0,0,0,1,1
0.91,16,2.0,2,1,0,3,2,0,7,6,0,0,0,0,0
0.939,31,15.0,2,0,1,5,1,1,8,0,0,0,0,0,0
0.898,47,6.0,2,1,0,4,1,0,7,6,0,1,1,1,1
0.939,57,21.0,2,0,3,3,2,1,4,5,0,0,0,0,0
0.939,60,8.0,2,0,3,5,1,2,2,2,0,0,0,0,0
0.884,224,4.0,0,0,3,5,1,0,7,0,0,0,0,0,0
0.624,48,1.0,2,1,3,4,1,0,8,0,1,1,1,1,1
0.624,42,13.0,2,0,3,4,1,1,0,2,1,0,1,1,1
0.55,56,4.0,1,0,0,5,1,6,4,0,0,1,1,1,1
0.91,72,6.0,2,0,3,4,1,1,1,5,0,0,0,0,0
0.91,58,1.0,2,0,3,4,1,1,4,6,0,0,0,0,0
0.897,52,9.0,2,0,3,5,1,1,3,1,0,0,0,0,0
0.923,13,18.0,1,0,3,4,4,0,7,0,1,0,1,1,1
0.624,32,9.0,0,1,0,3,2,0,7,6,0,1,1,1,1
0.92,136,18.0,2,0,3,5,5,0,7,0,0,0,1,0,1
0.92,88,16.0,1,0,3,4,1,1,5,5,0,0,0,0,0
0.579,21,3.0,0,1,1,3,2,0,7,4,1,1,1,1,1
0.698,52,21.0,0,0,0,5,5,5,8,4,0,0,0,0,0
0.92,214,3.0,1,1,3,4,1,1,0,0,1,0,0,0,0
0.624,150,9.0,0,0,3,5,1,1,1,0,0,0,1,1,1
0.949,62,10.0,2,0,3,5,1,1,4,1,0,0,0,0,0
0.92,156,5.0,0,0,3,4,1,1,3,0,0,0,0,0,0
0.735,42,6.0,0,0,0,4,1,0,7,0,0,1,1,1,1
0.7759999999999999,47,15.0,2,1,3,4,1,1,4,5,0,0,0,0,0
0.949,3,1.0,2,1,0,4,1,1,2,6,1,0,0,0,0
0.897,42,19.0,2,0,3,5,1,1,0,5,0,0,0,0,0
0.92,166,14.0,2,0,3,5,1,1,3,3,1,0,0,0,0
0.92,34,21.0,0,0,3,4,1,1,3,1,0,0,0,0,0
0.897,202,10.0,2,0,3,4,1,4,4,1,0,0,0,0,0
0.5579999999999999,100,2.0,2,1,0,3,2,0,7,6,0,1,1,1,1
0.624,86,14.0,2,0,3,5,1,1,4,1,0,0,1,1,1
0.91,6,21.0,2,0,3,4,1,1,0,1,0,0,0,0,0
0.92,26,21.0,1,1,3,1,1,1,2,0,0,0,0,0,0
0.92,45,2.0,2,0,3,4,1,1,3,1,0,0,0,0,0
0.92,10,21.0,0,0,3,4,0,1,3,0,1,0,0,0,0
0.624,35,7.0,2,0,3,4,1,6,1,1,0,1,1,1,1
0.939,7,15.0,2,0,3,5,1,1,3,5,1,0,0,0,0
0.92,86,5.0,2,1,0,4,1,0,7,0,1,1,1,1,1
0.8959999999999999,15,12.0,2,0,3,4,1,1,4,1,0,0,0,0,0
0.92,39,13.0,2,1,2,4,1,1,0,5,1,0,1,0,0
0.92,48,5.0,0,1,3,3,2,0,7,6,1,0,0,0,0
0.887,13,21.0,2,0,3,4,1,1,5,3,0,0,0,0,0
0.92,50,9.0,2,0,2,4,1,1,3,0,0,0,1,0,0
0.926,28,8.0,2,0,3,5,1,1,1,1,0,0,0,0,0
0.91,42,14.0,0,0,3,4,0,1,0,2,0,0,0,0,0
0.926,34,9.0,0,1,3,1,1,2,0,0,0,0,0,0,0
0.939,14,4.0,2,1,3,4,1,4,2,0,1,0,0,0,0
0.897,50,9.0,2,1,3,5,5,0,7,1,1,0,1,0,0
0.624,168,3.0,2,0,3,5,1,1,4,6,1,0,1,1,1
0.924,24,5.0,0,1,3,3,2,0,7,6,0,0,0,0,0
0.91,57,21.0,2,0,3,4,1,1,4,5,0,0,0,0,0
0.92,320,15.0,1,0,3,4,1,1,3,1,0,0,0,0,0
0.624,76,3.0,2,0,3,4,1,1,1,0,0,1,1,1,1
0.939,22,21.0,2,0,3,4,1,1,0,0,0,0,0,0,0
0.91,88,9.0,2,0,3,5,1,1,4,5,0,0,0,0,0
0.624,55,9.0,0,0,3,5,1,1,3,3,1,1,1,1,1
0.91,8,7.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.74,144,9.0,2,0,3,1,1,5,0,0,0,0,0,1,1
0.92,54,4.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.804,85,10.0,2,0,3,4,1,1,6,5,0,0,0,0,0
0.89,20,7.0,2,0,3,2,2,1,0,1,0,0,0,0,0
0.624,85,15.0,2,0,3,4,1,1,3,5,0,1,1,1,1
0.555,50,4.0,2,0,3,4,1,0,7,0,0,1,1,1,1
0.767,77,6.0,0,0,2,4,1,1,6,0,0,0,0,1,1
0.92,12,21.0,0,0,3,5,1,0,7,0,1,0,0,1,1
0.91,18,2.0,2,1,3,2,2,1,7,6,0,0,0,0,0
0.895,22,12.0,2,0,3,4,1,1,4,2,0,0,0,0,0
0.913,46,8.0,2,0,3,4,1,0,1,3,0,0,1,0,0
0.92,16,21.0,2,0,3,4,1,1,5,3,0,0,0,0,0
0.743,31,5.0,2,0,3,5,1,1,2,1,1,0,0,0,0
0.802,20,11.0,2,0,3,5,1,1,5,0,0,0,0,0,0
0.913,56,10.0,2,0,3,4,1,0,0,0,0,0,1,0,0
0.887,168,3.0,2,0,3,4,1,0,0,0,1,0,1,0,0
0.913,145,7.0,3,0,1,4,1,1,3,0,1,0,0,0,0
0.92,152,14.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.923,17,18.0,2,0,3,5,1,1,3,3,0,0,0,0,0
0.926,50,10.0,2,1,3,5,1,0,7,0,0,0,0,0,0
0.527,88,2.0,2,0,0,4,1,1,0,0,0,0,1,1,1
0.762,38,3.0,2,0,3,4,1,4,8,0,1,0,0,0,0
0.855,49,7.0,0,0,3,5,1,1,1,0,0,0,0,0,0
0.887,39,21.0,0,1,2,0,2,0,7,4,1,0,0,0,0
0.727,168,8.0,0,0,3,4,1,0,7,2,1,1,1,1,1
0.55,4,9.0,2,0,3,4,1,1,1,1,1,1,1,1,1
0.624,27,1.0,2,0,0,5,1,1,1,6,1,0,1,1,1
0.698,12,7.0,1,1,3,5,1,2,5,0,0,1,0,0,0
0.92,182,21.0,2,0,3,4,5,0,7,0,1,0,1,1,1
0.91,148,2.0,2,0,3,4,4,0,7,0,1,0,1,1,1
0.92,66,21.0,0,0,3,4,1,1,3,3,0,0,0,0,0
0.8959999999999999,48,21.0,2,1,3,1,1,2,7,0,0,0,0,0,0
0.926,33,2.0,1,0,3,5,4,2,8,0,1,0,0,0,0
0.92,58,14.0,2,0,3,4,1,1,4,5,0,0,0,0,0
0.624,12,4.0,0,1,3,4,1,1,3,6,0,1,1,1,1
0.926,20,8.0,2,1,3,5,1,1,4,0,0,0,0,0,0
0.91,32,4.0,2,1,0,4,1,1,4,0,0,0,0,0,0
0.763,6,3.0,0,0,3,3,2,0,7,0,0,0,0,1,1
0.727,11,8.0,0,0,1,5,1,1,1,5,0,0,0,1,1
0.939,8,21.0,2,0,3,4,1,0,7,5,1,0,0,0,0
0.887,16,18.0,2,0,3,4,1,1,1,1,0,0,0,0,0
0.92,160,21.0,0,0,3,5,1,4,1,0,0,0,0,0,0
0.624,37,4.0,0,1,0,4,1,0,7,6,1,1,1,1,1
0.91,52,11.0,1,0,3,5,1,1,3,5,0,0,0,0,0
0.939,94,9.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.897,31,9.0,2,0,3,5,6,1,8,2,0,0,0,0,0
0.92,112,8.0,2,0,0,4,1,6,1,0,0,0,0,0,0
0.887,36,11.0,2,0,3,4,1,0,7,0,0,1,1,1,1
0.91,36,14.0,2,0,3,2,2,6,1,0,0,0,0,0,0
0.91,72,21.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.624,25,18.0,0,0,3,4,1,0,7,1,0,1,1,1,1
0.767,62,2.0,2,1,0,4,1,1,7,6,1,1,0,0,0
0.926,68,21.0,0,1,3,5,0,1,4,5,0,0,0,0,0
0.91,88,5.0,2,0,3,4,1,2,1,0,0,0,0,0,0
0.92,46,21.0,1,0,3,5,1,3,6,5,0,0,0,0,0
0.92,196,21.0,2,0,3,5,1,1,4,1,0,0,0,0,0
0.92,5,4.0,3,1,3,2,2,0,7,6,0,0,0,0,0
0.92,85,5.0,2,0,3,4,1,0,4,5,0,0,1,0,0
0.897,148,5.0,0,1,0,5,1,1,8,0,0,0,0,0,0
0.624,78,17.0,2,0,3,4,1,1,4,0,1,0,1,1,1
0.92,79,8.0,2,1,0,3,2,0,7,0,0,0,0,0,0
0.855,8,17.0,2,0,3,5,1,0,7,0,0,0,0,0,0
0.624,27,5.0,0,0,0,4,1,6,5,1,1,1,1,1,1
0.91,113,12.0,2,0,3,4,3,1,0,0,0,0,0,0,0
0.895,16,21.0,0,0,3,5,1,1,3,3,1,0,0,0,0
0.926,29,7.0,2,0,0,4,1,1,1,0,0,0,0,0,0
0.836,31,5.0,2,0,3,5,1,1,3,0,0,0,0,0,0
0.91,5,2.0,0,1,3,3,2,0,7,6,1,0,0,0,0
0.804,6,6.0,2,0,2,4,1,0,4,0,0,0,1,1,1
0.802,6,7.0,2,1,0,4,1,0,7,6,1,1,1,1,1
0.624,51,7.0,0,0,3,5,1,1,4,0,1,0,1,1,1
0.624,141,2.0,2,0,0,4,1,1,8,1,1,1,1,1,1
0.884,15,3.0,2,1,1,5,6,0,7,0,0,0,1,1,1
0.926,19,5.0,2,1,3,4,1,0,7,3,1,1,0,0,0
0.855,30,4.0,2,0,0,4,1,1,3,2,0,0,0,0,0
0.939,96,6.0,2,0,3,5,1,1,1,0,0,0,0,0,0
0.92,136,21.0,2,0,3,4,1,2,3,2,0,0,0,0,0
0.91,41,12.0,2,0,3,4,1,1,0,0,0,0,0,0,0
0.698,112,1.0,0,0,0,0,2,5,8,0,0,0,0,1,0
0.722,98,12.0,0,1,3,5,1,0,7,5,0,1,1,1,1
0.92,82,21.0,1,0,3,5,1,0,7,5,1,0,0,1,1
0.92,6,13.0,2,0,3,4,1,1,3,0,0,0,0,0,0
0.92,15,17.0,2,0,3,5,1,1,3,1,0,0,0,0,0
0.897,18,13.0,2,0,0,5,1,0,7,0,0,0,0,1,0
0.698,204,21.0,2,0,3,4,1,1,0,3,0,0,0,0,0
0.624,47,8.0,2,0,3,4,1,1,1,1,1,1,1,1,1
0.624,54,4.0,2,0,3,5,1,1,4,6,1,0,1,1,1
0.915,60,16.0,2,0,3,5,4,0,7,3,0,0,1,0,1
0.92,11,21.0,2,0,3,5,0,1,4,1,1,0,0,0,0
0.924,90,7.0,0,1,3,4,1,0,7,3,0,1,1,1,1
0.754,18,18.0,2,0,1,4,1,0,7,0,1,1,1,1,1
0.855,14,21.0,0,1,3,4,1,1,7,0,0,1,0,0,0
0.804,21,15.0,0,0,3,0,2,1,4,5,0,0,0,0,0
0.939,83,1.0,0,1,3,3,2,1,2,0,1,0,0,0,0
0.624,63,9.0,0,1,0,4,1,0,7,6,1,1,1,1,1
0.624,15,2.0,1,0,0,5,1,1,5,6,0,0,1,1,1
0.698,18,2.0,1,1,0,4,1,0,7,6,1,1,1,1,1
0.92,18,5.0,2,0,3,4,0,1,2,1,0,0,0,0,0
0.92,10,3.0,2,1,3,4,1,1,5,0,0,0,0,0,0
0.878,90,8.0,2,0,3,4,1,1,1,1,0,0,0,0,0
0.92,20,10.0,2,0,3,0,2,6,4,5,0,0,0,0,0
0.878,14,9.0,2,0,3,5,1,1,4,2,0,0,0,0,0
0.802,156,1.0,2,0,3,4,6,1,8,0,0,0,0,0,0
0.893,22,21.0,0,0,3,4,1,1,1,5,0,0,0,0,0
0.926,36,13.0,0,1,1,4,1,1,5,5,0,0,0,0,0
0.55,35,4.0,2,0,3,4,1,0,0,0,1,0,1,1,1
0.624,99,6.0,2,0,3,4,1,1,4,3,1,1,1,1,1
0.91,102,18.0,2,0,3,4,1,1,0,1,0,0,0,0,0
0.939,314,7.0,2,0,3,4,1,1,3,1,1,0,0,0,0
0.624,40,12.0,2,0,3,0,2,0,7,0,1,0,1,1,1
0.92,16,11.0,3,1,0,4,1,1,6,0,0,0,0,0,0
0.624,218,9.0,1,0,0,5,1,5,4,6,1,0,1,1,1
0.6890000000000001,18,4.0,2,0,1,4,1,0,7,0,1,1,1,1,1
0.92,196,5.0,2,0,3,4,1,4,7,2,0,1,0,0,0
0.924,60,9.0,0,0,1,4,1,5,8,6,0,0,0,0,0
0.884,36,11.0,2,0,3,5,1,1,8,0,0,0,0,0,0
0.92,104,7.0,2,0,3,4,1,1,4,0,0,0,0,0,0
0.897,112,4.0,2,0,3,5,1,0,4,0,0,0,0,0,0
0.698,28,13.0,2,0,3,4,1,5,0,0,0,0,0,0,0
0.92,3,1.0,0,1,0,4,1,0,6,6,1,0,1,1,1
0.624,18,9.0,0,0,3,4,1,1,0,0,1,0,1,1,1
0.624,18,7.0,0,0,3,4,1,1,4,1,1,1,1,1,1
0.939,218,19.0,2,0,3,4,1,1,1,1,0,0,0,0,0
0.925,8,17.0,2,0,3,4,1,1,4,0,1,0,0,0,0
0.91,62,21.0,2,0,3,4,1,1,3,5,0,0,0,0,0
0.74,44,6.0,0,0,3,4,1,1,4,1,0,0,0,1,1
0.92,11,21.0,2,0,3,5,1,1,3,1,0,0,0,0,0
0.926,58,10.0,2,1,0,4,1,1,8,1,0,0,0,0,0
0.767,65,8.0,2,1,3,3,2,1,7,6,0,1,0,0,0
0.899,50,16.0,1,0,3,5,1,1,3,5,0,0,0,0,0
0.624,134,6.0,2,0,3,4,1,1,3,2,0,1,1,1,1
0.92,108,21.0,0,0,3,1,4,0,7,5,0,0,0,0,0
0.91,260,2.0,0,1,0,4,1,3,2,0,0,0,0,0,0
0.924,65,21.0,2,0,3,5,5,1,4,0,0,0,0,0,0
0.855,66,8.0,1,0,0,4,1,1,4,1,0,0,0,1,0
0.555,27,4.0,2,0,3,4,3,0,7,6,1,1,1,1,1
0.624,92,5.0,2,0,3,4,1,1,0,0,0,0,1,1,1
0.926,15,5.0,2,0,3,4,1,1,1,2,0,0,0,0,0
0.743,4,3.0,2,0,3,2,2,3,8,0,0,0,0,0,0
0.92,18,21.0,1,0,3,5,0,0,7,0,1,0,0,1,1
0.802,334,7.0,2,0,3,5,1,0,3,0,0,0,1,0,0
0.624,9,4.0,0,0,0,4,1,1,4,0,1,0,1,1,1
0.762,31,4.0,2,0,3,3,2,1,5,3,0,0,0,0,0
0.92,44,8.0,2,0,3,4,1,1,1,0,0,0,0,0,0
0.624,45,5.0,0,0,3,5,1,1,7,0,0,1,1,1,1
0.92,88,21.0,2,0,3,5,1,2,3,5,0,0,0,0,0
0.91,41,5.0,2,1,3,3,2,0,7,0,0,0,0,0,0
0.645,96,13.0,2,0,3,4,1,6,4,0,0,0,1,1,1
0.926,6,21.0,2,0,3,4,1,1,0,0,0,0,0,0,0
0.92,84,13.0,2,0,3,4,1,1,4,3,0,0,0,0,0
0.915,53,6.0,0,0,3,4,1,0,7,0,0,0,1,1,1
0.624,37,6.0,2,1,0,3,2,0,7,6,1,1,1,1,1
0.855,12,9.0,2,1,0,3,2,1,1,0,1,0,0,0,0
0.767,29,6.0,1,0,3,5,1,1,4,2,1,0,0,0,0
0.897,92,3.0,0,1,2,4,2,0,7,4,0,1,1,1,1
0.92,28,21.0,1,0,3,5,1,0,2,0,0,0,0,0,0
0.698,70,21.0,0,1,3,5,1,1,8,5,0,0,0,0,0
0.624,131,1.0,0,1,3,4,1,1,3,4,1,1,1,1,1
0.754,56,15.0,0,0,3,4,1,0,7,1,0,1,1,1,1
0.897,63,2.0,0,1,2,0,2,0,7,0,0,0,0,0,0
0.754,62,4.0,0,0,3,4,1,3,6,2,0,1,0,1,1
0.92,42,21.0,2,0,3,5,1,1,3,5,0,0,0,0,0
0.897,13,12.0,2,0,3,4,1,0,5,1,0,0,1,1,1
0.92,260,10.0,2,0,1,4,3,6,4,0,0,0,0,0,0
0.92,17,21.0,1,1,3,1,4,4,3,5,0,0,0,0,0
0.624,40,14.0,2,0,3,4,1,1,1,5,0,1,1,1,1
0.895,50,21.0,2,0,3,1,1,1,4,5,0,0,0,0,0
0.92,89,12.0,2,0,3,4,1,1,4,1,0,0,0,0,0
0.926,50,21.0,2,0,3,5,1,1,4,0,0,0,0,0,0
0.884,184,17.0,0,0,1,4,1,1,3,0,0,0,0,0,0
0.92,12,21.0,2,0,3,4,1,1,1,3,0,0,0,0,0
